Prediction	Reference	Freq	Model	Iteration	Variable	Subsample	MinObs	AUC	logloss	Accuracy	AccuracySD
ECC3	ECC6	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC6	ECC6	1	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC7	ECC6	1	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC8	ECC6	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC9	ECC6	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC10	ECC7	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC3	ECC7	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC6	ECC7	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC7	ECC7	2	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC8	ECC7	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC9	ECC7	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC10	ECC8	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC3	ECC8	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC6	ECC8	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC7	ECC8	2	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC8	ECC8	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC9	ECC8	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC10	ECC9	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC3	ECC9	2	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC6	ECC9	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC7	ECC9	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC8	ECC9	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC9	ECC9	0	m3	1	Egg	2	2	0.731395348837209	1.60332314991271	0.144166666666667	0.156156397328086
ECC10	ECC10	2	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC3	ECC10	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC6	ECC10	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC7	ECC10	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC8	ECC10	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC9	ECC10	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC10	ECC3	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC3	ECC3	2	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC6	ECC3	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC7	ECC3	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC8	ECC3	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC9	ECC3	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC10	ECC6	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC3	ECC6	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC6	ECC6	2	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC7	ECC6	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC8	ECC6	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC9	ECC6	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC10	ECC7	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC3	ECC7	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC6	ECC7	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC7	ECC7	2	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC8	ECC7	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC9	ECC7	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC10	ECC8	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC3	ECC8	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC6	ECC8	1	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC7	ECC8	1	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC8	ECC8	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC9	ECC8	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC10	ECC9	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC3	ECC9	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC6	ECC9	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC7	ECC9	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC8	ECC9	0	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC9	ECC9	2	m4	1	Egg	2	2	0.879385964912281	1.30711242487409	0.349714285714286	0.240887018760888
ECC10	ECC10	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC3	ECC10	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC6	ECC10	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC7	ECC10	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC8	ECC10	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC9	ECC10	2	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC10	ECC3	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC3	ECC3	1	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC6	ECC3	1	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC7	ECC3	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC8	ECC3	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC9	ECC3	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC10	ECC6	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC3	ECC6	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC6	ECC6	2	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC7	ECC6	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC8	ECC6	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC9	ECC6	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC10	ECC7	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC3	ECC7	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC6	ECC7	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC7	ECC7	2	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC8	ECC7	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC9	ECC7	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC10	ECC8	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC3	ECC8	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC6	ECC8	1	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC7	ECC8	1	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC8	ECC8	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC9	ECC8	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC10	ECC9	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC3	ECC9	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC6	ECC9	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC7	ECC9	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC8	ECC9	0	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC9	ECC9	2	m5	1	Egg	2	2	0.748936170212766	1.80078488271127	0.204095238095238	0.182048740644684
ECC10	ECC10	2	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC3	ECC10	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC6	ECC10	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC7	ECC10	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC8	ECC10	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC9	ECC10	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC10	ECC3	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC3	ECC3	2	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC6	ECC3	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC7	ECC3	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC8	ECC3	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC9	ECC3	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC10	ECC6	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC3	ECC6	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC6	ECC6	2	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC7	ECC6	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC8	ECC6	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC9	ECC6	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC10	ECC7	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC3	ECC7	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC6	ECC7	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC7	ECC7	2	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC8	ECC7	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC9	ECC7	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC10	ECC8	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC3	ECC8	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC6	ECC8	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC7	ECC8	1	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC8	ECC8	1	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC9	ECC8	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC10	ECC9	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC3	ECC9	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC6	ECC9	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC7	ECC9	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC8	ECC9	0	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC9	ECC9	2	m6	1	Egg	2	2	0.931159420289855	0.849029312765373	0.555119047619048	0.23236721561643
ECC10	ECC10	2	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC3	ECC10	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC6	ECC10	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC7	ECC10	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC8	ECC10	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC9	ECC10	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC10	ECC3	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC3	ECC3	2	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC6	ECC3	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC7	ECC3	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC8	ECC3	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC9	ECC3	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC10	ECC6	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC3	ECC6	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC6	ECC6	2	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC7	ECC6	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC8	ECC6	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC9	ECC6	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC10	ECC7	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC3	ECC7	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC6	ECC7	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC7	ECC7	1	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC8	ECC7	1	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC9	ECC7	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC10	ECC8	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC3	ECC8	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC6	ECC8	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC7	ECC8	0	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
ECC8	ECC8	2	m7	1	Egg	2	2	0.96869918699187	0.291316843692186	0.572166666666667	0.238413374518441
